chr1	x1	x2	chr2	y1	y2	color	f1	f2	f3	f4	f5
13	33790000	34110000	13	33790000	34110000	255,255,0	1.1956	0.067047	0.056764	0.73828	0.76172
13	70910000	71150000	13	70910000	71150000	255,255,0	1.0778	0.041831	0.081603	0.57639	0.77083
13	94820000	95020000	13	94820000	95020000	255,255,0	1.0975	0.046966	0.076436	0.51	0.79
13	36550000	36850000	13	36550000	36850000	255,255,0	1.4621	0.065363	0.057165	0.82667	0.86222
13	109250000	109550000	13	109250000	109550000	255,255,0	1.3964	0.047888	0.073329	0.60444	0.88
13	48360000	48560000	13	48360000	48560000	255,255,0	0.98433	0.063266	0.057409	0.67	0.57
13	26770000	26950000	13	26770000	26950000	255,255,0	0.95183	0.078701	0.041484	0.71914	0.50926
13	91520000	91700000	13	91520000	91700000	255,255,0	1.1717	0.067234	0.052706	0.71605	0.69136
13	45900000	46090000	13	45900000	46090000	255,255,0	1.0248	0.055709	0.063902	0.65556	0.63333
13	51110000	51380000	13	51110000	51380000	255,255,0	1.2773	0.054808	0.063383	0.68681	0.76374
13	113890000	114080000	13	113890000	114080000	255,255,0	1.1066	0.059784	0.057836	0.61111	0.67778
13	59950000	60240000	13	59950000	60240000	255,255,0	1.6254	0.058641	0.057829	0.77619	0.83333
13	90350000	90580000	13	90350000	90580000	255,255,0	1.1139	0.058236	0.057552	0.70455	0.65909
13	48900000	49160000	13	48900000	49160000	255,255,0	1.1324	0.061822	0.05266	0.66272	0.7574
13	26420000	26650000	13	26420000	26650000	255,255,0	0.95036	0.04197	0.071667	0.55872	0.69095
13	21510000	21760000	13	21510000	21760000	255,255,0	1.0237	0.062943	0.050395	0.78846	0.55769
13	44810000	45020000	13	44810000	45020000	255,255,0	1.1684	0.021252	0.090021	0.51818	0.80909
13	46710000	46890000	13	46710000	46890000	255,255,0	0.84406	0.057106	0.053118	0.54321	0.54321
13	24290000	24460000	13	24290000	24460000	255,255,0	0.8755	0.025416	0.084629	0.51389	0.625
13	31210000	31400000	13	31210000	31400000	255,255,0	1.0606	0.065257	0.044409	0.7	0.63333
13	107580000	107780000	13	107580000	107780000	255,255,0	1.1196	0.026749	0.082375	0.51	0.79
13	49870000	50020000	13	49870000	50020000	255,255,0	0.89606	0.06351	0.045611	0.58929	0.55357
13	27060000	27270000	13	27060000	27270000	255,255,0	1.0611	0.040143	0.068621	0.66364	0.71818
13	78170000	78340000	13	78170000	78340000	255,255,0	0.9434	0.06149	0.046132	0.65278	0.56944
13	33300000	33510000	13	33300000	33510000	255,255,0	0.89976	0.059233	0.046604	0.59091	0.60909
13	102160000	102400000	13	102160000	102400000	255,255,0	1.2752	0.051729	0.054073	0.72917	0.75694
13	91720000	91930000	13	91720000	91930000	255,255,0	1.1616	0.041192	0.064557	0.77273	0.64545
13	25580000	25810000	13	25580000	25810000	255,255,0	0.83652	0.060298	0.044668	0.62879	0.50758
13	25130000	25310000	13	25130000	25310000	255,255,0	0.9555	0.053648	0.05062	0.64198	0.61728
13	39630000	39860000	13	39630000	39860000	255,255,0	1.0437	0.064476	0.0388	0.7803	0.53788
13	34110000	34310000	13	34110000	34310000	255,255,0	1.0747	0.048427	0.054402	0.69	0.69
13	101360000	101570000	13	101360000	101570000	255,255,0	0.89007	0.070026	0.03148	0.60909	0.5
13	73640000	73910000	13	73640000	73910000	255,255,0	1.0589	0.057392	0.040889	0.80769	0.53297
13	43190000	43460000	13	43190000	43460000	255,255,0	0.99109	0.047411	0.050156	0.73077	0.5989
13	46150000	46340000	13	46150000	46340000	255,255,0	0.88497	0.065735	0.031704	0.61111	0.52222
13	86180000	86380000	13	86180000	86380000	255,255,0	0.89562	0.022274	0.074608	0.52977	0.69894
13	104980000	105200000	13	104980000	105200000	255,255,0	0.9271	0.050457	0.045862	0.54545	0.61157
13	51500000	51670000	13	51500000	51670000	255,255,0	0.98974	0.040795	0.055402	0.54167	0.625
13	27950000	28100000	13	27950000	28100000	255,255,0	0.8715	0.063936	0.031492	0.625	0.51786
13	34500000	34660000	13	34500000	34660000	255,255,0	0.92551	0.048529	0.046721	0.57812	0.60938
13	31030000	31190000	13	31030000	31190000	255,255,0	0.89359	0.033607	0.059489	0.57812	0.60938
13	105210000	105420000	13	105210000	105420000	255,255,0	0.85728	0.046179	0.045339	0.55455	0.5
13	46570000	46720000	13	46570000	46720000	255,255,0	0.77136	0.043923	0.046228	0.51786	0.51786
13	111570000	111720000	13	111570000	111720000	255,255,0	0.96473	0.053772	0.034324	0.625	0.55357
13	74710000	74860000	13	74710000	74860000	255,255,0	0.88518	0.030224	0.054546	0.55357	0.58929
13	111350000	111530000	13	111350000	111530000	255,255,0	0.92977	0.042947	0.03465	0.54321	0.59259
13	31440000	31620000	13	31440000	31620000	255,255,0	0.80536	0.036908	0.040038	0.51852	0.5679
13	56930000	57120000	13	56930000	57120000	255,255,0	0.76796	0.038134	0.032362	0.52222	0.52222
13	102430000	102590000	13	102430000	102590000	255,255,0	1.0223	0.035462	0.032764	0.64062	0.60938
13	46370000	46530000	13	46370000	46530000	255,255,0	0.74646	0.027292	0.031709	0.51562	0.51562
14	26270000	27470000	14	26270000	27470000	255,255,0	0.69812	0.22042	0.17539	0.44778	0.51833
14	79390000	80500000	14	79390000	80500000	255,255,0	1.3385	0.12445	0.13936	0.88799	0.62662
14	97600000	98430000	14	97600000	98430000	255,255,0	0.638	0.14356	0.12002	0.53542	0.41289
14	26590000	27260000	14	26590000	27260000	255,255,0	0.65473	0.11035	0.12959	0.49109	0.40374
14	30010000	30690000	14	30010000	30690000	255,255,0	1.2849	0.093659	0.1413	0.82439	0.58564
14	82470000	83160000	14	82470000	83160000	255,255,0	0.51721	0.12335	0.10188	0.44622	0.40084
14	29220000	30000000	14	29220000	30000000	255,255,0	1.6386	0.11063	0.1106	0.89218	0.74425
14	56160000	56950000	14	56160000	56950000	255,255,0	1.6529	0.10434	0.10169	0.88141	0.89744
14	72450000	72900000	14	72450000	72900000	255,255,0	1.2624	0.10974	0.090199	0.61462	0.8834
14	93310000	93660000	14	93310000	93660000	255,255,0	1.2816	0.10682	0.092922	0.67647	0.7549
14	58950000	59520000	14	58950000	59520000	255,255,0	1.4687	0.11275	0.086903	0.8378	0.80638
14	81780000	81920000	14	81780000	81920000	255,255,0	0.99994	0.066189	0.13319	0.57143	0.57143
14	57140000	57570000	14	57140000	57570000	255,255,0	1.1351	0.10132	0.097875	0.75974	0.59957
14	78480000	79010000	14	78480000	79010000	255,255,0	0.93186	0.10079	0.097508	0.71083	0.54843
14	91960000	92350000	14	91960000	92350000	255,255,0	1.1692	0.081872	0.1164	0.83421	0.51316
14	92090000	92430000	14	92090000	92430000	255,255,0	1.1632	0.10019	0.098013	0.55363	0.81661
14	67850000	68210000	14	67850000	68210000	255,255,0	1.4641	0.094398	0.10204	0.84877	0.83642
14	40050000	40440000	14	40050000	40440000	255,255,0	1.1023	0.12456	0.0712	0.75088	0.51974
14	104660000	104970000	14	104660000	104970000	255,255,0	1.1812	0.10101	0.094269	0.7625	0.6375
14	72350000	72900000	14	72350000	72900000	255,255,0	1.5383	0.10852	0.08665	0.8082	0.90079
14	82120000	82450000	14	82120000	82450000	255,255,0	1.1346	0.11631	0.07812	0.77708	0.56815
14	34290000	34790000	14	34290000	34790000	255,255,0	1.6371	0.07377	0.11806	0.8608	0.8224
14	86100000	86530000	14	86100000	86530000	255,255,0	1.2102	0.10671	0.084631	0.79437	0.61688
14	50080000	50290000	14	50080000	50290000	255,255,0	1.3207	0.092377	0.097446	0.75455	0.7
14	91960000	92470000	14	91960000	92470000	255,255,0	1.7206	0.095756	0.093731	0.87846	0.88154
14	39620000	39820000	14	39620000	39820000	255,255,0	0.97784	0.088308	0.10019	0.61	0.55
14	90840000	91200000	14	90840000	91200000	255,255,0	1.3386	0.10861	0.07965	0.72612	0.7835
14	37100000	37640000	14	37100000	37640000	255,255,0	1.6391	0.089285	0.098775	0.83128	0.8642
14	24050000	24420000	14	24050000	24420000	255,255,0	1.7636	0.087042	0.10012	0.85088	0.83918
14	75590000	75770000	14	75590000	75770000	255,255,0	1.2823	0.094905	0.091526	0.71605	0.74074
14	47040000	47510000	14	47040000	47510000	255,255,0	0.89345	0.096544	0.088781	0.58152	0.54529
14	34800000	35010000	14	34800000	35010000	255,255,0	1.3722	0.079474	0.10493	0.72437	0.69402
14	102220000	102410000	14	102220000	102410000	255,255,0	1.3164	0.10869	0.075219	0.71432	0.70278
14	55900000	56150000	14	55900000	56150000	255,255,0	1.2904	0.092702	0.091185	0.73718	0.72436
14	69020000	69260000	14	69020000	69260000	255,255,0	1.0319	0.052354	0.13126	0.50928	0.76711
14	23020000	23390000	14	23020000	23390000	255,255,0	1.123	0.082278	0.10126	0.65789	0.62865
14	45370000	45750000	14	45370000	45750000	255,255,0	1.6549	0.09202	0.091327	0.90305	0.79224
14	25210000	25640000	14	25210000	25640000	255,255,0	1.4057	0.092847	0.090086	0.83333	0.64286
14	104200000	104540000	14	104200000	104540000	255,255,0	1.2007	0.084991	0.097488	0.7128	0.66436
14	97000000	97340000	14	97000000	97340000	255,255,0	0.91493	0.10128	0.081002	0.62284	0.51211
14	69350000	69580000	14	69350000	69580000	255,255,0	1.3745	0.10972	0.070805	0.82576	0.7197
14	93800000	94050000	14	93800000	94050000	255,255,0	1.1817	0.086145	0.088229	0.70667	0.66424
14	77340000	77560000	14	77340000	77560000	255,255,0	1.3797	0.091643	0.082649	0.77686	0.77686
14	48380000	48890000	14	48380000	48890000	255,255,0	0.97433	0.091902	0.081712	0.61692	0.58308
14	59090000	59490000	14	59090000	59490000	255,255,0	1.4601	0.10518	0.067172	0.7475	0.9025
14	28740000	29090000	14	28740000	29090000	255,255,0	1.4603	0.080345	0.091687	0.61765	0.88562
14	31940000	32370000	14	31940000	32370000	255,255,0	1.1601	0.095562	0.075622	0.80676	0.50125
14	60780000	61070000	14	60780000	61070000	255,255,0	1.3143	0.081353	0.088468	0.74762	0.84286
14	20780000	21110000	14	20780000	21110000	255,255,0	1.5227	0.087604	0.079257	0.86397	0.66544
14	67610000	67820000	14	67610000	67820000	255,255,0	1.2224	0.070883	0.095694	0.73636	0.75455
14	35900000	36180000	14	35900000	36180000	255,255,0	1.2503	0.07438	0.091847	0.78061	0.62755
14	61750000	61920000	14	61750000	61920000	255,255,0	1.1699	0.096054	0.067982	0.68056	0.70833
14	81420000	81650000	14	81420000	81650000	255,255,0	1.3724	0.080828	0.083023	0.67424	0.84091
14	104010000	104180000	14	104010000	104180000	255,255,0	1.1353	0.088331	0.075443	0.65278	0.68056
14	68400000	68710000	14	68400000	68710000	255,255,0	1.0599	0.099023	0.063003	0.8125	0.5375
14	62320000	62620000	14	62320000	62620000	255,255,0	1.5186	0.087829	0.073951	0.81778	0.88
14	85630000	86000000	14	85630000	86000000	255,255,0	1.3682	0.064791	0.096865	0.66959	0.86842
14	50320000	50580000	14	50320000	50580000	255,255,0	1.6556	0.087982	0.073198	0.86391	0.84024
14	72960000	73390000	14	72960000	73390000	255,255,0	1.7963	0.080141	0.08052	0.92424	0.92857
14	35590000	35890000	14	35590000	35890000	255,255,0	1.5824	0.077303	0.083324	0.78222	0.85333
14	61930000	62220000	14	61930000	62220000	255,255,0	1.4721	0.072089	0.088422	0.83333	0.84286
14	103540000	103790000	14	103540000	103790000	255,255,0	1.5146	0.077621	0.081743	0.86538	0.77564
14	75370000	75560000	14	75370000	75560000	255,255,0	1.2424	0.082954	0.076288	0.72222	0.76667
14	60080000	60390000	14	60080000	60390000	255,255,0	1.2171	0.098942	0.059708	0.72917	0.77083
14	45780000	46050000	14	45780000	46050000	255,255,0	0.86427	0.10274	0.055288	0.58791	0.5
14	75770000	76120000	14	75770000	76120000	255,255,0	1.0793	0.080708	0.076712	0.76666	0.5841
14	99970000	100140000	14	99970000	100140000	255,255,0	1.0168	0.098079	0.058401	0.68056	0.54167
14	69690000	69940000	14	69690000	69940000	255,255,0	1.1468	0.088185	0.067748	0.63462	0.83974
14	59590000	59940000	14	59590000	59940000	255,255,0	1.5539	0.075502	0.080333	0.85948	0.89216
14	96020000	96460000	14	96020000	96460000	255,255,0	1.7535	0.0792	0.075568	0.91942	0.87397
14	24920000	25170000	14	24920000	25170000	255,255,0	1.636	0.08578	0.068148	0.8141	0.8141
14	41760000	42070000	14	41760000	42070000	255,255,0	1.1778	0.069965	0.083801	0.6125	0.7875
14	90430000	90720000	14	90430000	90720000	255,255,0	1.7476	0.076556	0.076935	0.87143	0.87143
14	70050000	70200000	14	70050000	70200000	255,255,0	0.92762	0.063024	0.087228	0.625	0.58929
14	100430000	100710000	14	100430000	100710000	255,255,0	1.4279	0.070838	0.079388	0.83163	0.77041
14	37720000	38060000	14	37720000	38060000	255,255,0	1.5679	0.084845	0.065184	0.89965	0.7474
14	21160000	21450000	14	21160000	21450000	255,255,0	1.381	0.067948	0.082038	0.81429	0.67143
14	88460000	88650000	14	88460000	88650000	255,255,0	0.98737	0.096154	0.053252	0.56667	0.63333
14	70280000	70510000	14	70280000	70510000	255,255,0	1.3388	0.079935	0.068568	0.7803	0.82576
14	51410000	51710000	14	51410000	51710000	255,255,0	1.4992	0.075118	0.071381	0.86222	0.82667
14	57670000	57870000	14	57670000	57870000	255,255,0	1.1392	0.074897	0.070885	0.71	0.67
14	39170000	39490000	14	39170000	39490000	255,255,0	1.0837	0.056332	0.089002	0.59128	0.66387
14	38180000	38350000	14	38180000	38350000	255,255,0	1.11	0.061653	0.083322	0.59722	0.65278
14	73950000	74120000	14	73950000	74120000	255,255,0	1.0902	0.070913	0.073201	0.68056	0.70833
14	50330000	50480000	14	50330000	50480000	255,255,0	0.95524	0.10879	0.034782	0.625	0.51786
14	75030000	75300000	14	75030000	75300000	255,255,0	1.1861	0.067415	0.075857	0.77473	0.73077
14	30810000	31000000	14	30810000	31000000	255,255,0	0.90665	0.059858	0.083077	0.5	0.61717
14	31630000	31830000	14	31630000	31830000	255,255,0	1.3136	0.063655	0.079081	0.71	0.75
14	31400000	31600000	14	31400000	31600000	255,255,0	1.2618	0.076782	0.065632	0.75	0.67
14	100850000	101120000	14	100850000	101120000	255,255,0	1.2772	0.079322	0.062956	0.75275	0.70879
14	76160000	76470000	14	76160000	76470000	255,255,0	1.349	0.070866	0.071211	0.85417	0.8125
14	61470000	61720000	14	61470000	61720000	255,255,0	1.1754	0.066171	0.075088	0.59615	0.83974
14	64970000	65220000	14	64970000	65220000	255,255,0	0.84519	0.07381	0.067283	0.55769	0.59615
14	55010000	55260000	14	55010000	55260000	255,255,0	1.2516	0.082647	0.057747	0.75	0.75
14	95580000	95890000	14	95580000	95890000	255,255,0	1.4366	0.066734	0.07316	0.85417	0.77917
14	37110000	37410000	14	37110000	37410000	255,255,0	1.1153	0.080692	0.058523	0.75556	0.55111
14	61120000	61450000	14	61120000	61450000	255,255,0	1.1228	0.085278	0.053929	0.82721	0.62868
14	94110000	94370000	14	94110000	94370000	255,255,0	1.5283	0.066619	0.070998	0.8284	0.8284
14	64490000	64780000	14	64490000	64780000	255,255,0	1.1698	0.059542	0.07664	0.61429	0.83333
14	71060000	71260000	14	71060000	71260000	255,255,0	0.90981	0.083734	0.052262	0.68139	0.51194
14	53250000	53530000	14	53250000	53530000	255,255,0	0.87803	0.079129	0.056535	0.58918	0.51385
14	33170000	33410000	14	33170000	33410000	255,255,0	0.78773	0.087192	0.048163	0.50694	0.50694
14	77140000	77320000	14	77140000	77320000	255,255,0	0.96712	0.062932	0.071712	0.64198	0.71605
14	95180000	95550000	14	95180000	95550000	255,255,0	1.4085	0.066299	0.067071	0.78655	0.81579
14	88650000	88890000	14	88650000	88890000	255,255,0	1.165	0.049853	0.082329	0.70139	0.6875
14	38430000	38680000	14	38430000	38680000	255,255,0	1.2641	0.07903	0.052506	0.75	0.75
14	51740000	52050000	14	51740000	52050000	255,255,0	1.613	0.063811	0.06764	0.87917	0.87083
14	100160000	100380000	14	100160000	100380000	255,255,0	0.98931	0.050661	0.079175	0.56629	0.64553
14	105180000	105350000	14	105180000	105350000	255,255,0	0.78601	0.053249	0.076538	0.52083	0.50694
14	77580000	77790000	14	77580000	77790000	255,255,0	1.0033	0.071575	0.05804	0.73636	0.59091
14	65230000	65390000	14	65230000	65390000	255,255,0	0.98247	0.059096	0.070223	0.60938	0.64062
14	70550000	70780000	14	70550000	70780000	255,255,0	1.2488	0.066673	0.061942	0.79545	0.75
14	37410000	37630000	14	37410000	37630000	255,255,0	1.3122	0.04078	0.08722	0.72727	0.77686
14	71590000	71790000	14	71590000	71790000	255,255,0	1.1192	0.086232	0.041223	0.77	0.63
14	63600000	63770000	14	63600000	63770000	255,255,0	0.89593	0.043245	0.084069	0.54167	0.65278
14	65630000	65880000	14	65630000	65880000	255,255,0	1.3758	0.063147	0.06367	0.85256	0.82692
14	31160000	31370000	14	31160000	31370000	255,255,0	1.0948	0.063289	0.063378	0.62727	0.66364
14	89090000	89340000	14	89090000	89340000	255,255,0	1.3582	0.071914	0.054313	0.83974	0.77564
14	81080000	81290000	14	81080000	81290000	255,255,0	0.85541	0.051041	0.074731	0.52438	0.60124
14	64800000	64960000	14	64800000	64960000	255,255,0	0.83275	0.070989	0.053318	0.54688	0.54688
14	32720000	33030000	14	32720000	33030000	255,255,0	1.3399	0.055933	0.067918	0.5875	0.87083
14	55660000	55880000	14	55660000	55880000	255,255,0	1.2428	0.055366	0.068393	0.72727	0.77686
14	71280000	71450000	14	71280000	71450000	255,255,0	1.0578	0.040946	0.082074	0.68056	0.68056
14	96560000	96750000	14	96560000	96750000	255,255,0	0.99084	0.06468	0.057904	0.65556	0.56667
14	74790000	74960000	14	74790000	74960000	255,255,0	1.076	0.052965	0.069596	0.68056	0.70833
14	91370000	91620000	14	91370000	91620000	255,255,0	1.3603	0.056977	0.065443	0.78846	0.78846
14	50770000	51000000	14	50770000	51000000	255,255,0	1.1602	0.064874	0.057471	0.64394	0.76515
14	103200000	103400000	14	103200000	103400000	255,255,0	1.1213	0.053368	0.068394	0.61	0.69
14	44000000	44280000	14	44000000	44280000	255,255,0	0.96747	0.060799	0.060629	0.61735	0.59694
14	54640000	54810000	14	54640000	54810000	255,255,0	1.066	0.032899	0.088142	0.56944	0.70833
14	33910000	34270000	14	33910000	34270000	255,255,0	1.4903	0.056419	0.063724	0.79321	0.85494
14	74180000	74360000	14	74180000	74360000	255,255,0	1.1054	0.06906	0.048756	0.69136	0.71605
14	51020000	51250000	14	51020000	51250000	255,255,0	1.2978	0.05013	0.067137	0.81061	0.76515
14	67870000	68040000	14	67870000	68040000	255,255,0	0.94332	0.0921	0.025092	0.70833	0.51389
14	70830000	71040000	14	70830000	71040000	255,255,0	1.0953	0.049659	0.067502	0.73636	0.68182
14	42560000	42710000	14	42560000	42710000	255,255,0	0.91988	0.074181	0.042774	0.55357	0.58929
14	97030000	97220000	14	97030000	97220000	255,255,0	1.2835	0.072339	0.044559	0.76667	0.7
14	94880000	95160000	14	94880000	95160000	255,255,0	1.0334	0.047783	0.068446	0.51531	0.78061
14	58950000	59100000	14	58950000	59100000	255,255,0	0.88755	0.076669	0.037589	0.51786	0.55357
14	99750000	99890000	14	99750000	99890000	255,255,0	0.90814	0.075435	0.037631	0.57143	0.57143
14	21170000	21320000	14	21170000	21320000	255,255,0	1.0697	0.082423	0.030285	0.625	0.58929
14	73750000	73950000	14	73750000	73950000	255,255,0	0.90382	0.056868	0.055617	0.65	0.59
14	52250000	52450000	14	52250000	52450000	255,255,0	1.2051	0.059154	0.053255	0.75	0.71
14	86630000	86880000	14	86630000	86880000	255,255,0	0.77438	0.060719	0.050435	0.55907	0.50321
14	76860000	77120000	14	76860000	77120000	255,255,0	1.0961	0.043754	0.066991	0.61538	0.84024
14	23570000	23780000	14	23570000	23780000	255,255,0	0.90448	0.069626	0.04049	0.5	0.55455
14	36340000	36540000	14	36340000	36540000	255,255,0	1.1736	0.066333	0.043753	0.77	0.63
14	64270000	64470000	14	64270000	64470000	255,255,0	1.0765	0.05727	0.050989	0.73	0.67
14	90230000	90390000	14	90230000	90390000	255,255,0	0.99353	0.02948	0.078361	0.51562	0.67188
14	52750000	52950000	14	52750000	52950000	255,255,0	1.2506	0.051659	0.05604	0.77	0.75
14	101130000	101320000	14	101130000	101320000	255,255,0	0.98521	0.055305	0.052273	0.54444	0.63333
14	87810000	88090000	14	87810000	88090000	255,255,0	0.94791	0.053399	0.053982	0.59694	0.61735
14	65880000	66090000	14	65880000	66090000	255,255,0	1.0048	0.054675	0.052385	0.73636	0.60909
14	52460000	52610000	14	52460000	52610000	255,255,0	0.97405	0.068036	0.038561	0.625	0.58929
14	83770000	83950000	14	83770000	83950000	255,255,0	0.99314	0.052924	0.052329	0.66667	0.59259
14	98440000	98600000	14	98440000	98600000	255,255,0	0.84441	0.049544	0.053195	0.51562	0.57812
14	94480000	94640000	14	94480000	94640000	255,255,0	0.82379	0.053507	0.048203	0.54688	0.51562
14	46090000	46290000	14	46090000	46290000	255,255,0	1.1438	0.050567	0.047208	0.69	0.71
14	21450000	21590000	14	21450000	21590000	255,255,0	0.86272	0.04406	0.052554	0.53061	0.53061
14	74550000	74750000	14	74550000	74750000	255,255,0	1.0376	0.053076	0.040077	0.73	0.65
14	87550000	87800000	14	87550000	87800000	255,255,0	1.0182	0.051155	0.041897	0.64744	0.6859
14	32390000	32560000	14	32390000	32560000	255,255,0	0.8926	0.044684	0.037895	0.54167	0.56944
14	86930000	87110000	14	86930000	87110000	255,255,0	0.95187	0.038939	0.042258	0.61728	0.64198
14	78310000	78480000	14	78310000	78480000	255,255,0	0.88476	0.037702	0.040245	0.65278	0.59722
14	58550000	58710000	14	58550000	58710000	255,255,0	0.81497	0.047047	0.028416	0.57031	0.52344
14	66600000	66790000	14	66600000	66790000	255,255,0	0.77266	0.031043	0.043896	0.54444	0.56667
14	36850000	37010000	14	36850000	37010000	255,255,0	0.80301	0.030256	0.032473	0.51562	0.54688
14	58160000	58350000	14	58160000	58350000	255,255,0	0.92592	0.032925	0.029189	0.63333	0.61111
14	66420000	66560000	14	66420000	66560000	255,255,0	0.78797	0.032611	0.025708	0.57143	0.53061
14	76660000	76840000	14	76660000	76840000	255,255,0	0.833	0.029094	0.028267	0.66667	0.51852
15	21880000	22590000	15	21880000	22590000	255,255,0	0.8352	0.25372	0.39212	0.57381	0.5746
15	23840000	25210000	15	23840000	25210000	255,255,0	0.83663	0.26228	0.22372	0.68073	0.47229
15	85100000	85730000	15	85100000	85730000	255,255,0	1.1939	0.21364	0.18481	0.75403	0.60887
15	25750000	27110000	15	25750000	27110000	255,255,0	0.99067	0.20154	0.17714	0.51557	0.7859
15	81730000	82400000	15	81730000	82400000	255,255,0	1.6104	0.1051	0.17665	0.84403	0.83957
15	37460000	38190000	15	37460000	38190000	255,255,0	1.4275	0.11291	0.115	0.76351	0.87763
15	92640000	93290000	15	92640000	93290000	255,255,0	1.4302	0.10461	0.10823	0.7358	0.83807
15	76670000	77170000	15	76670000	77170000	255,255,0	1.1875	0.10868	0.091176	0.5536	0.8224
15	61420000	62130000	15	61420000	62130000	255,255,0	1.4145	0.099272	0.10049	0.77063	0.86032
15	29450000	29790000	15	29450000	29790000	255,255,0	0.77837	0.097631	0.10201	0.57439	0.52595
15	93330000	93460000	15	93330000	93460000	255,255,0	0.8044	0.11692	0.081871	0.5	0.5
15	86260000	86390000	15	86260000	86390000	255,255,0	0.87157	0.065819	0.13276	0.5	0.5
15	41190000	41560000	15	41190000	41560000	255,255,0	0.94715	0.084086	0.11388	0.65205	0.57018
15	80710000	81270000	15	80710000	81270000	255,255,0	1.273	0.095595	0.10207	0.8227	0.63393
15	59810000	59970000	15	59810000	59970000	255,255,0	0.99607	0.086016	0.11154	0.60938	0.67188
15	79630000	80140000	15	79630000	80140000	255,255,0	1.1867	0.10846	0.088701	0.73385	0.66923
15	34940000	35160000	15	34940000	35160000	255,255,0	1.2059	0.11533	0.081636	0.7306	0.74468
15	72600000	72860000	15	72600000	72860000	255,255,0	1.1646	0.079303	0.11678	0.69822	0.67456
15	99790000	100280000	15	99790000	100280000	255,255,0	1.7341	0.097239	0.094506	0.88833	0.87167
15	64000000	64390000	15	64000000	64390000	255,255,0	1.4284	0.096801	0.093387	0.75	0.87632
15	39900000	40300000	15	39900000	40300000	255,255,0	0.86302	0.10863	0.081205	0.5975	0.5325
15	83210000	83480000	15	83210000	83480000	255,255,0	1.5726	0.13336	0.055528	0.85714	0.66484
15	52540000	53040000	15	52540000	53040000	255,255,0	1.4949	0.10408	0.08453	0.7504	0.9072
15	87570000	88160000	15	87570000	88160000	255,255,0	1.2498	0.09836	0.087142	0.77356	0.71839
15	75310000	75500000	15	75310000	75500000	255,255,0	1.2754	0.071122	0.11311	0.72222	0.72222
15	30040000	30240000	15	30040000	30240000	255,255,0	0.95218	0.094902	0.088922	0.65	0.59
15	81280000	81700000	15	81280000	81700000	255,255,0	1.0351	0.082241	0.10074	0.62132	0.63946
15	55800000	56130000	15	55800000	56130000	255,255,0	0.84798	0.09579	0.087033	0.51838	0.65074
15	45720000	45930000	15	45720000	45930000	255,255,0	1.3293	0.070071	0.11126	0.68182	0.79091
15	77880000	78170000	15	77880000	78170000	255,255,0	1.4932	0.091491	0.089717	0.77619	0.81429
15	61510000	61940000	15	61510000	61940000	255,255,0	0.9748	0.07399	0.1049	0.75365	0.52479
15	94520000	94680000	15	94520000	94680000	255,255,0	1.1115	0.078995	0.099478	0.64062	0.64062
15	97820000	98290000	15	97820000	98290000	255,255,0	1.3211	0.086339	0.090821	0.74094	0.80978
15	51890000	52200000	15	51890000	52200000	255,255,0	0.98162	0.086971	0.089214	0.5048	0.77257
15	69340000	69740000	15	69340000	69740000	255,255,0	1.4027	0.075379	0.10081	0.78787	0.79989
15	99930000	100250000	15	99930000	100250000	255,255,0	1.2968	0.092465	0.083062	0.62109	0.84766
15	80150000	80480000	15	80150000	80480000	255,255,0	0.97569	0.089116	0.086222	0.62132	0.59926
15	31470000	31800000	15	31470000	31800000	255,255,0	1.1072	0.072089	0.10182	0.57721	0.78309
15	74400000	74630000	15	74400000	74630000	255,255,0	1.4663	0.085149	0.087923	0.75	0.84091
15	77470000	77800000	15	77470000	77800000	255,255,0	1.4004	0.076809	0.095591	0.77574	0.8125
15	100470000	100880000	15	100470000	100880000	255,255,0	1.61	0.094216	0.075136	0.8352	0.85822
15	89430000	89580000	15	89430000	89580000	255,255,0	0.93176	0.10818	0.06048	0.58929	0.51786
15	81280000	81560000	15	81280000	81560000	255,255,0	0.91091	0.08416	0.083892	0.55612	0.60714
15	56540000	56740000	15	56540000	56740000	255,255,0	1.339	0.078962	0.088427	0.75	0.77
15	58520000	58930000	15	58520000	58930000	255,255,0	1.2902	0.082891	0.084396	0.90714	0.60714
15	68590000	68840000	15	68590000	68840000	255,255,0	0.98415	0.095452	0.070872	0.66026	0.62179
15	72140000	72470000	15	72140000	72470000	255,255,0	1.5844	0.088716	0.077541	0.80515	0.88603
15	38280000	38670000	15	38280000	38670000	255,255,0	1.6474	0.081677	0.08451	0.92368	0.81316
15	90280000	90430000	15	90280000	90430000	255,255,0	0.99548	0.078083	0.087736	0.58929	0.58929
15	101580000	101810000	15	101580000	101810000	255,255,0	1.5421	0.074288	0.091415	0.7197	0.84091
15	33540000	34000000	15	33540000	34000000	255,255,0	1.6338	0.092521	0.071712	0.88091	0.88469
15	68840000	69220000	15	68840000	69220000	255,255,0	1.0259	0.074819	0.088959	0.6205	0.72022
15	86400000	86730000	15	86400000	86730000	255,255,0	1.4707	0.085999	0.076343	0.90074	0.66544
15	64990000	65310000	15	64990000	65310000	255,255,0	1.0325	0.092301	0.069766	0.72266	0.64453
15	85840000	86030000	15	85840000	86030000	255,255,0	1.2516	0.11563	0.046427	0.74444	0.72222
